	LL07	LL09	LL11	LL08	LL10	LL12
ENSLAIG00005007622	833	640	516	1119	719	504
ENSLAIG00005007623	458	588	466	596	605	414
ENSLAIG00005007624	8	1	106	9	2	290
ENSLAIG00005007626	0	0	0	0	0	0
ENSLAIG00005007627	0	0	11	1	0	2
ENSLAIG00005007628	27	39	309	37	25	246
ENSLAIG00005007629	325	1227	4541	198	711	3189
ENSLAIG00005007630	2	1	0	12	6	0
ENSLAIG00005007631	8	19	0	9	9	1
ENSLAIG00005007632	246	151	96	239	127	122
ENSLAIG00005007633	3627	3608	2005	5193	3128	1578
ENSLAIG00005007634	8	5	5	8	9	2
ENSLAIG00005007635	3053	5982	173	4824	6990	116
ENSLAIG00005007636	3	1	0	6	1	2
ENSLAIG00005007637	3	7	4	21	27	11
ENSLAIG00005007638	1196	381	102	1266	368	101
ENSLAIG00005007639	7	0	3	5	4	0
ENSLAIG00005007640	14079	17904	1185	23181	17006	1006
ENSLAIG00005007641	448	450	229	476	456	297
ENSLAIG00005007642	0	0	0	3	0	1
ENSLAIG00005007643	1127	1051	683	1341	948	559
ENSLAIG00005007644	8826	7503	2611	10925	7506	2299
ENSLAIG00005007645	2490	1785	1183	2837	1798	1280
ENSLAIG00005007646	4279	3478	9085	5924	4114	8063
ENSLAIG00005007647	1	0	0	1	0	1
ENSLAIG00005007648	219	286	225	298	294	210
ENSLAIG00005007649	0	0	0	0	0	0
ENSLAIG00005007650	19	20	136	44	18	83
ENSLAIG00005007651	0	0	3591	0	0	5503
ENSLAIG00005007652	17	8	21	33	24	10
ENSLAIG00005007653	516	315	155	576	274	137
ENSLAIG00005007655	646	700	432	758	827	353
ENSLAIG00005007657	7669	24317	14888	20776	34888	10348
ENSLAIG00005007658	0	0	0	0	0	0
ENSLAIG00005007659	2	0	2	1	0	0
ENSLAIG00005007660	9361	8302	6369	17279	9035	5187
ENSLAIG00005007661	1013	744	404	1308	798	436
ENSLAIG00005007663	264	334	1967	410	397	1902
ENSLAIG00005007664	7	4	1	6	4	0
ENSLAIG00005007665	130	109	199	94	96	121
ENSLAIG00005007666	101	56	123	79	65	115
ENSLAIG00005007667	5	2	5	13	5	3
ENSLAIG00005007668	45	0	0	39	0	0
ENSLAIG00005007669	41	29	23	38	20	23
ENSLAIG00005007670	313	197	360	249	165	284
ENSLAIG00005007671	0	0	0	0	0	1
ENSLAIG00005007672	2067	1321	1090	2079	1246	994
ENSLAIG00005007673	55	54	38	82	82	49
ENSLAIG00005007674	337	211	165	344	232	196
ENSLAIG00005007675	173	190	67	125	498	115
ENSLAIG00005007676	31138	59272	10820	72977	59665	8248
ENSLAIG00005007677	18433	16303	5681	22555	13400	4998
ENSLAIG00005007678	32	14	19	32	19	16
ENSLAIG00005007679	2	4	1	14	3	1
ENSLAIG00005007680	0	1	0	0	0	0
ENSLAIG00005007681	0	0	0	0	0	0
ENSLAIG00005007682	2	3	0	6	6	0
ENSLAIG00005007683	442	202	179	386	192	182
ENSLAIG00005007684	1042	962	480	1447	987	459
ENSLAIG00005007685	13214	10970	7147	17354	10974	7187
ENSLAIG00005007687	0	0	2	2	0	1
ENSLAIG00005007688	6150	1345	275	5810	1093	505
ENSLAIG00005007689	43	341	9315	112	597	8024
ENSLAIG00005007690	24	20	16	21	14	10
ENSLAIG00005007691	44	38	62	30	37	68
ENSLAIG00005007692	469	523	310	592	507	302
ENSLAIG00005007694	3	2	52	5	8	31
ENSLAIG00005007697	0	0	2	1	0	0
ENSLAIG00005007699	342	257	242	379	219	250
ENSLAIG00005007701	5612	7510	12219	6115	10993	12349
ENSLAIG00005007703	6	2	3	10	13	3
ENSLAIG00005007704	862	671	374	1119	675	366
ENSLAIG00005007705	12	13	8	7	17	23
ENSLAIG00005007706	0	0	0	1	0	0
ENSLAIG00005007708	491	846	443	750	939	388
ENSLAIG00005007709	0	0	22	0	4	21
ENSLAIG00005007710	0	0	0	0	1	0
ENSLAIG00005007712	0	0	1	0	1	0
ENSLAIG00005007713	798	700	414	1125	741	441
ENSLAIG00005007715	366	491	25	505	410	13
ENSLAIG00005007716	0	56	13	7	352	3
ENSLAIG00005007717	7785	12242	4651	14720	10437	4077
ENSLAIG00005007718	749	739	297	1225	1080	343
ENSLAIG00005007720	21	16	78	8	22	81
ENSLAIG00005007722	870	424	216	515	339	208
ENSLAIG00005007723	252	265	66	333	249	69
ENSLAIG00005007726	0	0	0	0	0	0
ENSLAIG00005007727	8167	6682	2309	9338	5183	1924
ENSLAIG00005007728	878	808	237	1253	987	217
ENSLAIG00005007730	230	157	102	206	167	119
ENSLAIG00005007731	0	2	15	4	21	13
ENSLAIG00005007732	0	1	27	1	0	35
ENSLAIG00005007735	776	700	1090	981	597	929
ENSLAIG00005007736	0	0	0	0	0	0
ENSLAIG00005007737	1300	1479	702	1811	1553	693
ENSLAIG00005007738	0	4	3	6	14	3
ENSLAIG00005007739	527	436	324	533	322	272
ENSLAIG00005007741	0	0	0	0	0	3
ENSLAIG00005007742	56	43	14	66	44	20
ENSLAIG00005007743	2	0	0	1	0	0
ENSLAIG00005007748	525	514	272	599	527	281
ENSLAIG00005007749	224	147	100	224	173	102
ENSLAIG00005007751	0	0	1	0	0	0
ENSLAIG00005007753	1444	1348	400	2243	1469	488
ENSLAIG00005007754	399	359	355	572	332	369
ENSLAIG00005007755	840	794	333	1005	685	341
ENSLAIG00005007756	0	0	0	0	0	0
ENSLAIG00005007757	0	1	2	0	0	0
ENSLAIG00005007758	102	211	79	179	256	50
ENSLAIG00005007761	0	0	0	0	0	0
ENSLAIG00005007762	186	149	176	171	151	248
ENSLAIG00005007763	9400	17234	67	15223	19125	67
ENSLAIG00005007764	3827	30597	2459	8948	19888	2546
ENSLAIG00005007765	7048	9467	5928	13423	11035	5136
ENSLAIG00005007767	0	6	4	0	9	16
ENSLAIG00005007768	180	147	148	271	134	153
ENSLAIG00005007770	2	0	140	2	0	164
ENSLAIG00005007771	458	370	175	495	412	181
ENSLAIG00005007772	72	58	47	70	50	25
ENSLAIG00005007773	42	57	44	72	46	37
ENSLAIG00005007774	0	0	0	5	0	0
ENSLAIG00005007776	129	30	122	101	16	180
ENSLAIG00005007777	5175	5541	8474	6291	6225	6635
ENSLAIG00005007778	548	420	204	797	517	203
ENSLAIG00005007779	368	328	273	471	300	255
ENSLAIG00005007781	95	85	40	135	97	71
ENSLAIG00005007782	945	974	333	1220	974	312
ENSLAIG00005007783	116	161	67	105	133	38
ENSLAIG00005007784	15	15	21	24	27	30
ENSLAIG00005007785	0	2	1	4	1	2
ENSLAIG00005007786	1613	1415	885	1859	1485	815
ENSLAIG00005007787	21	15	15	35	17	31
ENSLAIG00005007788	1089	1311	753	1343	1193	722
ENSLAIG00005007789	4	7	0	2	3	0
ENSLAIG00005007790	37	49	15	81	44	21
ENSLAIG00005007791	0	7	1	0	7	2
ENSLAIG00005007792	190	115	98	174	119	97
ENSLAIG00005007793	0	0	3	2	0	0
ENSLAIG00005007794	497	430	1243	533	427	1710
ENSLAIG00005007795	0	0	0	0	0	0
ENSLAIG00005007796	1089	1165	767	1521	1211	637
ENSLAIG00005007797	0	0	0	0	0	0
ENSLAIG00005007798	191	84	84	158	45	85
ENSLAIG00005007799	0	0	0	0	1	0
ENSLAIG00005007800	499	464	88	430	392	106
ENSLAIG00005007801	2499	2540	1886	3729	2524	1548
ENSLAIG00005007802	2126	2663	1684	4154	3171	1426
ENSLAIG00005007803	5	4	11	9	6	5
ENSLAIG00005007804	5	11	10	4	4	9
ENSLAIG00005007805	1	0	0	53	34	3
ENSLAIG00005007806	2071	885	524	1987	588	400
ENSLAIG00005007807	0	0	0	0	0	0
ENSLAIG00005007808	1	0	6	3	3	3
ENSLAIG00005007809	5458	13704	5491	7212	17310	4641
ENSLAIG00005007810	0	0	6	0	0	2
ENSLAIG00005007811	839	970	624	1148	1071	657
ENSLAIG00005007812	126	93	47	139	76	50
ENSLAIG00005007813	2	0	3	2	3	0
ENSLAIG00005007814	851	337	175	816	228	151
ENSLAIG00005007815	4692	1743	1314	4975	1685	1440
ENSLAIG00005007816	0	0	0	0	0	0
ENSLAIG00005007817	69	87	78	87	84	50
ENSLAIG00005007818	796	982	1054	1295	1143	1025
ENSLAIG00005007819	1272	1026	460	1553	1014	440
ENSLAIG00005007820	274	193	171	286	161	170
ENSLAIG00005007821	0	7	251	0	43	255
ENSLAIG00005007823	155	3231	367	321	3171	361
ENSLAIG00005007824	4101	3964	1034	7038	3386	850
ENSLAIG00005007826	0	0	0	0	2	0
ENSLAIG00005007827	985	1286	729	1581	1290	651
ENSLAIG00005007828	15708	23402	5095	23013	30542	4132
ENSLAIG00005007829	1	2	7	0	2	1
ENSLAIG00005007831	318	792	661	736	672	474
ENSLAIG00005007833	4	0	0	1	2	0
ENSLAIG00005007834	247	217	98	297	240	88
ENSLAIG00005007836	53	22	10	53	105	17
ENSLAIG00005007837	731	544	229	862	571	187
ENSLAIG00005007839	32	4	1	24	1	2
ENSLAIG00005007840	1026	728	372	1073	623	348
ENSLAIG00005007841	2	0	0	1	0	3
ENSLAIG00005007842	938	832	275	983	617	293
ENSLAIG00005007843	177	179	912	201	169	830
ENSLAIG00005007845	697	353	200	1042	314	186
ENSLAIG00005007846	123	48	37	140	32	53
ENSLAIG00005007848	0	0	1	0	0	1
ENSLAIG00005007850	0	1	6	3	2	1
ENSLAIG00005007851	1319	1670	2604	1764	1722	2228
ENSLAIG00005007852	1774	448	432	1836	270	431
ENSLAIG00005007853	3	1	1	1	3	2
ENSLAIG00005007854	189	1204	105	234	2255	127
ENSLAIG00005007855	218	104	7	35	28	7
ENSLAIG00005007856	27	55	12	28	42	22
ENSLAIG00005007858	97	85	106	148	89	110
ENSLAIG00005007859	3	0	0	3	0	0
ENSLAIG00005007860	1964	2538	2030	2747	2780	1912
ENSLAIG00005007861	0	0	0	0	0	0
ENSLAIG00005007862	1	0	0	0	0	0
ENSLAIG00005007863	463	397	364	652	353	296
ENSLAIG00005007864	0	1	0	1	3	0
ENSLAIG00005007865	282	182	172	278	188	212
ENSLAIG00005007866	162	109	92	222	92	89
ENSLAIG00005007868	2	1	5	3	1	2
ENSLAIG00005007870	100	2740	53991	702	10050	35692
ENSLAIG00005007871	1428	1136	697	1709	1251	613
ENSLAIG00005007872	1522	1468	462	1784	1230	385
ENSLAIG00005007873	0	0	0	0	0	0
ENSLAIG00005007875	326	292	75	432	300	84
ENSLAIG00005007876	752	469	277	826	489	273
ENSLAIG00005007877	4	0	7	5	2	8
ENSLAIG00005007878	805	807	429	821	753	317
ENSLAIG00005007879	0	0	0	0	0	0
ENSLAIG00005007880	1	30	175	18	35	126
ENSLAIG00005007881	12	12	6	63	42	10
ENSLAIG00005007882	222	174	131	242	125	145
ENSLAIG00005007883	0	5	0	1	6	0
ENSLAIG00005007884	861	756	519	919	813	529
ENSLAIG00005007885	118	411	14633	72	2300	9382
ENSLAIG00005007887	732	1053	526	775	1731	445
ENSLAIG00005007888	1386	736	299	1468	717	292
ENSLAIG00005007890	1335	1341	779	1975	1218	627
ENSLAIG00005007891	7053	6521	4397	8240	4830	3740
ENSLAIG00005007892	144	121	331	239	164	290
ENSLAIG00005007893	487	109	143	393	96	112
ENSLAIG00005007894	13	6	107	5	15	92
ENSLAIG00005007895	0	1	0	0	0	0
ENSLAIG00005007896	248	247	197	374	250	228
ENSLAIG00005007897	1231	3066	711	2324	4499	642
ENSLAIG00005007898	10826	8659	8033	12957	7115	7417
ENSLAIG00005007900	556	303	1626	634	377	1382
ENSLAIG00005007901	30	74	15	39	90	38
ENSLAIG00005007902	1334	1514	382	2058	1568	366
ENSLAIG00005007903	1272	845	763	1537	898	690
ENSLAIG00005007905	361	238	237	399	199	208
ENSLAIG00005007906	288	154	125	325	132	129
ENSLAIG00005007908	79	61	980	89	49	1654
ENSLAIG00005007911	149	184	149	149	223	184
ENSLAIG00005007912	13760	17914	15987	18784	17410	13228
ENSLAIG00005007913	208	176	120	241	151	88
ENSLAIG00005007914	1649	1689	584	2056	1426	583
ENSLAIG00005007915	2	4	0	2	3	1
ENSLAIG00005007917	59	2939	1310	323	2369	972
ENSLAIG00005007918	381	327	172	440	404	194
ENSLAIG00005007921	28	76	64	55	67	71
ENSLAIG00005007922	131	166	145	260	204	176
ENSLAIG00005007923	21	15	917	26	29	1573
ENSLAIG00005007924	12	1	11	5	3	9
ENSLAIG00005007925	441	443	187	698	497	140
ENSLAIG00005007926	2337	1671	941	2662	1674	831
ENSLAIG00005007927	750	657	400	924	530	324
ENSLAIG00005007928	0	0	3	0	0	0
ENSLAIG00005007930	0	0	7	0	0	5
ENSLAIG00005007931	2	26	25	0	21	8
ENSLAIG00005007932	4	3	5	5	5	15
ENSLAIG00005007933	8088	2840	1406	11820	1388	990
ENSLAIG00005007934	170	80	62	153	101	57
ENSLAIG00005007935	0	0	1	0	4	0
ENSLAIG00005007936	0	2	0	8	0	6
ENSLAIG00005007938	2999	3289	1840	4812	3511	1458
ENSLAIG00005007939	215	151	169	287	163	117
ENSLAIG00005007941	23	22	7	39	19	9
ENSLAIG00005007943	861	1132	459	1413	1339	391
ENSLAIG00005007944	0	0	0	0	0	0
ENSLAIG00005007946	0	0	0	0	0	0
ENSLAIG00005007947	528	534	167	773	587	142
ENSLAIG00005007948	62	10	175	221	132	416
ENSLAIG00005007949	657	360	152	753	282	138
ENSLAIG00005007950	0	0	0	0	0	0
ENSLAIG00005007951	328	293	715	383	245	892
ENSLAIG00005007952	618	263	232	570	311	194
ENSLAIG00005007953	438	342	278	520	399	266
ENSLAIG00005007955	1	0	0	0	0	0
ENSLAIG00005007957	0	1	0	0	3	0
ENSLAIG00005007959	8	0	0	3	4	0
ENSLAIG00005007960	2571	2033	1266	3143	1942	1191
ENSLAIG00005007961	564	607	481	846	737	504
ENSLAIG00005007962	3030	2540	2504	3787	3224	2329
ENSLAIG00005007963	279	241	141	369	286	142
ENSLAIG00005007964	148	139	131	179	184	122
ENSLAIG00005007965	4	1	0	0	3	0
ENSLAIG00005007966	1	2	0	2	11	0
ENSLAIG00005007967	1096	667	619	996	601	647
ENSLAIG00005007968	0	0	0	0	0	0
ENSLAIG00005007969	71	120	15	101	189	118
ENSLAIG00005007970	812	710	419	1076	782	375
ENSLAIG00005007972	407	293	784	429	301	748
ENSLAIG00005007973	0	1	0	0	0	0
ENSLAIG00005007974	1408	1741	1185	1975	1587	1090
ENSLAIG00005007976	93161	193469	65	174445	332794	93
ENSLAIG00005007977	111	121	204	174	147	158
ENSLAIG00005007978	1	1	3	3	2	0
ENSLAIG00005007979	739	554	561	788	517	651
ENSLAIG00005007983	620	321	239	650	288	253
ENSLAIG00005007984	835	704	397	1111	711	346
ENSLAIG00005007985	56	26	76	55	24	77
ENSLAIG00005007986	408	319	296	504	355	325
ENSLAIG00005007988	123	119	55	127	92	60
ENSLAIG00005007989	0	0	0	0	0	0
ENSLAIG00005007992	674	639	429	879	711	384
ENSLAIG00005007993	3	7	1450	11	1	829
ENSLAIG00005007994	0	1	3	0	4	5
ENSLAIG00005007996	10081	8386	0	14845	2679	0
ENSLAIG00005007997	356	252	109	464	231	78
ENSLAIG00005007998	0	0	0	0	0	0
ENSLAIG00005007999	425	880	247	734	993	203
ENSLAIG00005008001	34	26	14	72	45	8
ENSLAIG00005008002	430	334	454	391	320	427
ENSLAIG00005008003	7509	11605	7766	15968	13046	6463
ENSLAIG00005008004	1	3	1	4	9	0
ENSLAIG00005008006	1	0	0	3	7	0
ENSLAIG00005008007	9128	615	542	4067	793	502
ENSLAIG00005008008	1695	1207	735	2046	1049	633
ENSLAIG00005008009	618	346	437	599	297	439
ENSLAIG00005008010	20	18	19	31	34	10
ENSLAIG00005008011	9	21	21	35	25	24
ENSLAIG00005008012	1144	843	532	1305	896	612
ENSLAIG00005008013	3261	2183	2667	3189	1741	2180
ENSLAIG00005008014	6023	9663	7582	10160	7764	6466
ENSLAIG00005008015	390	292	120	420	239	106
ENSLAIG00005008016	526	523	232	468	739	228
ENSLAIG00005008017	170	176	163	253	176	198
ENSLAIG00005008018	1683	392	100	1508	301	102
ENSLAIG00005008019	1	0	3	2	0	0
ENSLAIG00005008020	149	119	130	153	111	133
ENSLAIG00005008021	7	8	3	16	10	4
ENSLAIG00005008022	3	0	23	2	4	13
ENSLAIG00005008023	1817	2138	7905	2278	1817	7699
ENSLAIG00005008024	3	0	0	3	0	0
ENSLAIG00005008025	1294	1485	1060	2651	1755	902
ENSLAIG00005008028	0	0	0	0	0	0
ENSLAIG00005008030	686	678	607	938	698	641
ENSLAIG00005008031	0	0	1	0	2	0
ENSLAIG00005008032	653	460	111	592	342	90
ENSLAIG00005008033	392	296	233	485	263	210
ENSLAIG00005008034	0	0	0	0	0	0
ENSLAIG00005008037	585	399	391	586	374	351
ENSLAIG00005008039	2	0	0	2	0	0
ENSLAIG00005008040	622	866	1340	1255	1159	1243
ENSLAIG00005008041	1	10	78287	3	84	62661
ENSLAIG00005008043	2052	1972	1118	2314	2104	1132
ENSLAIG00005008044	4209	8233	1862	4470	9417	1568
ENSLAIG00005008046	0	0	0	0	0	0
ENSLAIG00005008047	659	443	304	641	368	312
ENSLAIG00005008049	265	317	224	372	358	144
ENSLAIG00005008050	620	854	252	821	782	165
ENSLAIG00005008051	387	196	366	305	192	401
ENSLAIG00005008052	747	429	295	747	625	371
ENSLAIG00005008054	163	140	102	220	178	140
ENSLAIG00005008055	1915	1974	1289	2327	2044	1220
ENSLAIG00005008056	3475	314	39	2723	457	34
ENSLAIG00005008057	71	37	42	76	64	46
ENSLAIG00005008058	7	3	3	3	4	1
ENSLAIG00005008059	9505	4236	1815	11117	6429	1529
ENSLAIG00005008060	0	0	0	0	0	0
ENSLAIG00005008061	104	54	27	122	35	35
ENSLAIG00005008062	459	497	404	516	554	364
ENSLAIG00005008064	968	852	400	1354	826	344
ENSLAIG00005008065	1012	974	750	1296	945	769
ENSLAIG00005008066	509	327	69	432	249	78
ENSLAIG00005008067	8	29	0	12	25	0
ENSLAIG00005008068	1194	1101	989	1376	1189	834
ENSLAIG00005008069	6	20	9	30	22	22
ENSLAIG00005008073	2	0	0	3	0	1
ENSLAIG00005008074	5	9	2	3	53	2
ENSLAIG00005008075	0	0	0	0	0	0
ENSLAIG00005008076	1	2	0	1	3	0
ENSLAIG00005008078	213	140	82	230	125	110
ENSLAIG00005008079	4	6	206	21	6	277
ENSLAIG00005008080	2	4	0	2	3	1
ENSLAIG00005008082	19	13	1	14	12	3
ENSLAIG00005008083	264	316	228	319	318	222
ENSLAIG00005008084	3028	2721	3636	3926	2548	3170
ENSLAIG00005008085	6	17	41	11	18	27
ENSLAIG00005008086	1019	696	365	1073	587	345
ENSLAIG00005008088	1	1	3	0	6	4
ENSLAIG00005008089	748	912	545	970	923	550
ENSLAIG00005008090	212	206	143	323	217	158
ENSLAIG00005008091	1186	3385	2759	4368	2541	3063
ENSLAIG00005008092	9	28	457	20	40	453
ENSLAIG00005008093	2379	2815	2390	4445	3191	2152
ENSLAIG00005008094	0	0	0	1	0	0
ENSLAIG00005008095	280	131	185	276	125	159
ENSLAIG00005008096	76	49	19	91	429	12
ENSLAIG00005008097	316	265	186	325	286	217
ENSLAIG00005008098	10	38	0	19	73	0
ENSLAIG00005008099	4	0	0	2	1	1
ENSLAIG00005008101	3281	3789	1785	4494	3628	1612
ENSLAIG00005008104	44	23	24	50	13	20
ENSLAIG00005008105	4169	5674	2494	5737	5563	2043
ENSLAIG00005008106	1	9	5	2	6	5
ENSLAIG00005008107	4118	3746	2433	4788	4095	2465
ENSLAIG00005008109	1451	1607	359	1903	1358	287
ENSLAIG00005008110	9171	21333	14950	10819	20192	15158
ENSLAIG00005008111	254	163	89	240	229	92
ENSLAIG00005008112	740	505	465	825	390	467
ENSLAIG00005008113	88	74	10	94	45	26
ENSLAIG00005008114	913	686	314	1049	606	236
ENSLAIG00005008115	316	192	304	381	189	336
ENSLAIG00005008116	13	10	0	19	3	0
ENSLAIG00005008117	216	343	92	281	299	127
ENSLAIG00005008118	846	417	379	585	393	383
ENSLAIG00005008119	631	573	420	694	501	348
ENSLAIG00005008120	338	223	146	394	219	109
ENSLAIG00005008121	0	0	0	0	0	0
ENSLAIG00005008122	1545	1684	1026	2243	1794	1107
ENSLAIG00005008123	0	0	0	0	0	0
ENSLAIG00005008125	1	0	3	1	4	0
ENSLAIG00005008126	513	590	470	687	677	362
ENSLAIG00005008127	4998	5031	2696	8399	5287	2694
ENSLAIG00005008128	4	35	1495	8	27	1847
ENSLAIG00005008129	432	195	576	297	155	393
ENSLAIG00005008130	2659	2800	152	2395	2527	197
ENSLAIG00005008131	1	6	0	0	1	0
ENSLAIG00005008132	1	5	2795	9	19	2784
ENSLAIG00005008133	2645	2790	1223	3537	2854	1064
ENSLAIG00005008134	1314	1090	838	1558	1058	816
ENSLAIG00005008136	0	0	0	0	0	0
ENSLAIG00005008137	5503	5871	5248	10230	4206	4149
ENSLAIG00005008138	393	466	313	525	471	322
ENSLAIG00005008139	474	257	185	451	221	166
ENSLAIG00005008140	419	74	26	180	49	25
ENSLAIG00005008141	1376	1168	884	1653	1258	843
ENSLAIG00005008142	0	0	0	0	0	0
ENSLAIG00005008144	487	1716	159	567	1939	62
ENSLAIG00005008145	39	10	42	23	13	95
ENSLAIG00005008146	90921	96042	2932	149654	106052	3962
ENSLAIG00005008147	419	278	624	486	257	458
ENSLAIG00005008148	10	3	7	10	7	4
ENSLAIG00005008149	1	0	0	0	0	0
ENSLAIG00005008150	2434	2221	1300	3097	2331	1143
ENSLAIG00005008152	532	548	393	609	516	352
ENSLAIG00005008153	96	50	43	134	60	55
ENSLAIG00005008154	346	348	277	476	373	244
ENSLAIG00005008155	80	153	3735	105	410	3863
ENSLAIG00005008156	13	18	23	33	26	25
ENSLAIG00005008157	337	181	124	414	154	88
ENSLAIG00005008158	21	837	199	159	1092	245
ENSLAIG00005008159	14	9	12	6	21	2
ENSLAIG00005008160	45	59	43	28	74	51
ENSLAIG00005008162	0	0	0	0	0	0
ENSLAIG00005008163	0	2	1	0	4	0
ENSLAIG00005008164	631	2383	1094	737	2078	881
ENSLAIG00005008165	2129	1629	606	2388	1737	530
ENSLAIG00005008166	0	0	0	0	0	0
ENSLAIG00005008168	162	116	132	208	135	169
ENSLAIG00005008170	141	92	130	166	155	159
ENSLAIG00005008171	0	0	0	0	0	0
ENSLAIG00005008172	2432	1582	508	2790	1569	513
ENSLAIG00005008174	328	434	232	399	368	134
ENSLAIG00005008175	298	502	70	391	412	107
ENSLAIG00005008176	1	0	0	10	1	1
ENSLAIG00005008177	519	996	385	759	1201	386
ENSLAIG00005008178	0	0	0	0	13	0
ENSLAIG00005008179	519	391	206	526	279	200
ENSLAIG00005008180	267	186	114	269	239	93
ENSLAIG00005008181	427	779	292	587	1259	298
ENSLAIG00005008182	486	89	14	1036	96	11
ENSLAIG00005008184	2752	2118	3129	4333	1800	2851
ENSLAIG00005008185	4	1	40	6	0	8
ENSLAIG00005008186	0	0	15	0	0	14
ENSLAIG00005008187	1	4	13	2	7	19
ENSLAIG00005008188	164	239	6	235	168	9
ENSLAIG00005008189	890	690	1467	998	609	1405
ENSLAIG00005008190	64	41	12	47	36	11
ENSLAIG00005008192	0	0	0	2	0	0
ENSLAIG00005008193	175	178	154	301	199	127
ENSLAIG00005008194	0	8	2	4	10	4
ENSLAIG00005008195	3879	2995	1195	5266	2523	986
ENSLAIG00005008196	13	11	9	8	3	7
ENSLAIG00005008197	0	2	0	0	0	0
ENSLAIG00005008198	0	0	0	0	0	4
ENSLAIG00005008199	1	1	0	4	10	0
ENSLAIG00005008201	6	1	9	8	1	0
ENSLAIG00005008202	126	130	60	153	105	59
ENSLAIG00005008203	5273	4160	1493	6271	4180	1417
ENSLAIG00005008205	1750	1324	751	1990	1405	832
ENSLAIG00005008206	2830	3104	4432	3500	3280	4688
ENSLAIG00005008207	415	316	158	375	279	148
ENSLAIG00005008208	279	247	173	326	261	192
ENSLAIG00005008209	314	268	421	285	449	358
ENSLAIG00005008213	1177	848	680	1042	817	675
ENSLAIG00005008214	0	0	4	2	1	1
ENSLAIG00005008215	93	76	37	133	79	49
ENSLAIG00005008216	186	155	69	231	118	75
ENSLAIG00005008218	0	0	0	5	8	1
ENSLAIG00005008219	267	268	207	333	278	202
ENSLAIG00005008221	104	63	50	120	54	21
ENSLAIG00005008223	368	408	250	517	517	209
ENSLAIG00005008224	4686	2644	337	6824	2057	319
ENSLAIG00005008225	67	56	62	88	59	47
ENSLAIG00005008226	1371	1298	225	1486	1149	163
ENSLAIG00005008227	267	268	305	416	336	350
ENSLAIG00005008229	3	3	0	4	49	1
ENSLAIG00005008230	597	1257	217	755	1278	178
ENSLAIG00005008231	498	333	240	563	344	271
ENSLAIG00005008232	0	0	0	0	0	0
ENSLAIG00005008233	470	389	201	488	388	200
ENSLAIG00005008234	1809	840	949	1336	582	954
ENSLAIG00005008235	11468	10336	7291	14130	9550	7193
ENSLAIG00005008237	62	93	118	108	143	132
ENSLAIG00005008238	7	9	7	8	20	8
ENSLAIG00005008239	416	258	325	397	202	293
ENSLAIG00005008240	26	24	210	21	45	190
ENSLAIG00005008241	9739	10864	2907	9877	8945	2784
ENSLAIG00005008243	1370	1142	489	1884	1192	425
ENSLAIG00005008244	150	131	72	215	144	28
ENSLAIG00005008245	10	0	2	7	3	1
ENSLAIG00005008246	904	1228	2717	1101	1236	2260
ENSLAIG00005008247	18	34	36	36	39	20
ENSLAIG00005008249	4192	3771	2397	5025	3491	2199
ENSLAIG00005008250	0	0	2	0	0	0
ENSLAIG00005008251	0	0	0	0	0	0
ENSLAIG00005008252	256	280	586	324	500	491
ENSLAIG00005008253	245	210	215	283	148	175
ENSLAIG00005008254	471	412	307	522	431	346
ENSLAIG00005008256	37	22	179	35	46	113
ENSLAIG00005008258	25	569	258	112	680	168
ENSLAIG00005008259	554	10947	71	1240	18607	149
ENSLAIG00005008260	2	4	1	1	1	1
ENSLAIG00005008261	1679	1539	1240	2013	1827	1531
ENSLAIG00005008262	860	988	1529	1180	997	1153
ENSLAIG00005008264	3	0	6	6	4	7
ENSLAIG00005008265	0	0	2	0	0	0
ENSLAIG00005008266	6119	12137	5947	11407	11914	4816
ENSLAIG00005008267	0	3	4	2	2	17
ENSLAIG00005008268	1017	1293	873	1403	1471	856
ENSLAIG00005008269	1270	2184	724	1690	2702	591
ENSLAIG00005008270	141	91	25	114	92	26
ENSLAIG00005008271	26	25	56	30	39	39
ENSLAIG00005008272	4131	7901	2466	7619	10432	1906
ENSLAIG00005008274	874	391	219	1079	358	199
ENSLAIG00005008275	141	142	164	207	122	130
ENSLAIG00005008276	338	253	185	314	257	226
ENSLAIG00005008277	9	3	0	9	3	0
ENSLAIG00005008278	1439	2378	805	1817	2335	635
ENSLAIG00005008279	1375	870	630	1512	999	625
ENSLAIG00005008280	1070	1065	502	1344	1134	445
ENSLAIG00005008281	79	1085	4031	204	806	4985
ENSLAIG00005008282	1451	1882	1149	1907	1818	937
ENSLAIG00005008283	4301	3491	2657	5804	3657	2549
ENSLAIG00005008284	16	42	21	33	26	21
ENSLAIG00005008285	278	291	52	345	258	82
ENSLAIG00005008286	52	81	5257	50	1625	2670
ENSLAIG00005008287	0	0	0	0	3	0
ENSLAIG00005008288	129	122	111	171	87	108
ENSLAIG00005008289	535	506	479	745	521	473
ENSLAIG00005008290	3	3	3	2	3	1
ENSLAIG00005008291	0	0	0	0	0	0
ENSLAIG00005008292	1198	1006	440	1615	1032	489
ENSLAIG00005008294	1106	2962	398	2599	3463	437
ENSLAIG00005008295	1276	1483	654	1747	1510	528
ENSLAIG00005008297	0	0	1	0	0	1
ENSLAIG00005008298	1458	1090	629	1444	1149	741
ENSLAIG00005008299	1717	1659	871	1926	1666	668
